Unnamed: 0_x,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,tv_name,State Name,sd_name,d_name,Unnamed: 0_y,StateName,DistrictName,BlockName,VillageName,Contaminents,shrid2,elevation_mean,elevation_median,elevation_percentile_5,elevation_percentile_25,elevation_min,elevation_max,elevation_num_cells,elevation_std
617461,29,568,5521,608518,Diggenahalli,Karnataka,Bhadravati,Shimoga,68,KARNATAKA,SHIMOGA,BHADRAVATI,DIGGENAHALLI,"Iron : 0.500, Chloride : 450.000, Nitrate : 55.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608518,614.4780635400907,611.0,585.0,595.0,575.0,695.0,5288,23.34727408377068
617465,29,568,5521,608522,Anaveri,Karnataka,Bhadravati,Shimoga,2,KARNATAKA,SHIMOGA,BHADRAVATI,ANAVERI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.500",11-29-568-05521-608522,577.3437846397467,572.0,563.0,567.0,557.0,715.0,6315,19.6965042396665
617465,29,568,5521,608522,Anaveri,Karnataka,Bhadravati,Shimoga,3,KARNATAKA,SHIMOGA,BHADRAVATI,ANAVERI,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 500.000",11-29-568-05521-608522,577.3437846397467,572.0,563.0,567.0,557.0,715.0,6315,19.6965042396665
617466,29,568,5521,608523,Ittigehalli,Karnataka,Bhadravati,Shimoga,4,KARNATAKA,SHIMOGA,BHADRAVATI,ITTIGEHALLY,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 65.000, TDS : 10.000, Hardness : 350.000",11-29-568-05521-608523,613.0790219702338,607.0,586.0,596.0,572.0,730.0,8466,23.49239799007564
617469,29,568,5521,608526,Gudumagatta,Karnataka,Bhadravati,Shimoga,42,KARNATAKA,SHIMOGA,BHADRAVATI,GUDAMANGATTA,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 65.000, Hardness : 350.000, Residual Chlorine : 0.300",11-29-568-05521-608526,600.6572285542892,597.0,584.0,592.0,572.0,695.0,8335,15.810673886833582
617474,29,568,5521,608531,Mydolalu,Karnataka,Bhadravati,Shimoga,57,KARNATAKA,SHIMOGA,BHADRAVATI,MAIDOLALU,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 350.000",11-29-568-05521-608531,594.3802273214669,592.0,579.0,588.0,573.0,641.0,4663,10.24043840873717
617475,29,568,5521,608532,Kallajjanalu,Karnataka,Bhadravati,Shimoga,56,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAJJANAHALU,"Fluoride : 1.000, Iron : 0.600, Chloride : 400.000, Nitrate : 80.000, Hardness : 300.000",11-29-568-05521-608532,613.9168755221386,615.0,593.0,600.0,586.0,664.0,2394,15.056097528155185
617482,29,568,5521,608539,Holehonnuru,Karnataka,Bhadravati,Shimoga,44,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.500, Chloride : 400.000, Nitrate : 80.000, Hardness : 400.000",11-29-568-05521-608539,571.9123796880186,571.0,564.0,569.0,554.0,588.0,3013,5.15967630969766
617482,29,568,5521,608539,Holehonnuru,Karnataka,Bhadravati,Shimoga,45,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 70.000, Hardness : 400.000",11-29-568-05521-608539,571.9123796880186,571.0,564.0,569.0,554.0,588.0,3013,5.15967630969766
617482,29,568,5521,608539,Holehonnuru,Karnataka,Bhadravati,Shimoga,46,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 65.000, Hardness : 400.000",11-29-568-05521-608539,571.9123796880186,571.0,564.0,569.0,554.0,588.0,3013,5.15967630969766
617482,29,568,5521,608539,Holehonnuru,Karnataka,Bhadravati,Shimoga,47,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 70.000, Hardness : 450.000",11-29-568-05521-608539,571.9123796880186,571.0,564.0,569.0,554.0,588.0,3013,5.15967630969766
617486,29,568,5521,608543,Arahatholalu,Karnataka,Bhadravati,Shimoga,7,KARNATAKA,SHIMOGA,BHADRAVATI,ARAHATHOLALU,"Iron : 0.400, Chloride : 250.000, Nitrate : 75.000",11-29-568-05521-608543,596.2544217687075,596.0,585.0,591.0,576.0,619.0,7350,7.330564393381488
617486,29,568,5521,608543,Arahatholalu,Karnataka,Bhadravati,Shimoga,8,KARNATAKA,SHIMOGA,BHADRAVATI,ARAHATHOLALU,"Fluoride : 1.100, Chloride : 350.000, Nitrate : 65.000",11-29-568-05521-608543,596.2544217687075,596.0,585.0,591.0,576.0,619.0,7350,7.330564393381488
617490,29,568,5521,608547,Holebyranahalli,Karnataka,Bhadravati,Shimoga,70,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEBAIRANAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608547,577.0136260408781,576.0,565.0,572.0,559.0,599.0,2642,7.800102618323016
617492,29,568,5521,608549,Agasanahalli,Karnataka,Bhadravati,Shimoga,29,KARNATAKA,SHIMOGA,BHADRAVATI,AGASANAHALLI,"Fluoride : 1.000, Iron : 0.600, Chloride : 400.000, Nitrate : 50.000, Hardness : 300.000",11-29-568-05521-608549,574.8515605176351,574.0,566.0,571.0,560.0,592.0,3941,5.822245636645916
617493,29,568,5521,608550,Dasarakallahalli,Karnataka,Bhadravati,Shimoga,30,KARNATAKA,SHIMOGA,BHADRAVATI,DASARAKALLAHALLI,"Iron : 0.400, Chloride : 350.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.400",11-29-568-05521-608550,575.5451779738363,575.0,568.0,573.0,563.0,594.0,3287,4.741605589763126
617496,29,568,5521,608553,Yedehalli,Karnataka,Bhadravati,Shimoga,71,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 90.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608553,640.0324013870828,631.0,606.0,618.0,597.0,802.0,9228,33.907698905685024
617496,29,568,5521,608553,Yedehalli,Karnataka,Bhadravati,Shimoga,72,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Iron : 0.300, Chloride : 500.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.300",11-29-568-05521-608553,640.0324013870828,631.0,606.0,618.0,597.0,802.0,9228,33.907698905685024
617496,29,568,5521,608553,Yedehalli,Karnataka,Bhadravati,Shimoga,73,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Fluoride : 1.000, Iron : 0.600, Chloride : 300.000, Nitrate : 70.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608553,640.0324013870828,631.0,606.0,618.0,597.0,802.0,9228,33.907698905685024
617498,29,568,5521,608555,Agaradahalli,Karnataka,Bhadravati,Shimoga,0,KARNATAKA,SHIMOGA,BHADRAVATI,AGARADAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608555,658.0972954389182,642.0,613.0,627.0,601.0,838.0,8726,44.79877641826281
617498,29,568,5521,608555,Agaradahalli,Karnataka,Bhadravati,Shimoga,1,KARNATAKA,SHIMOGA,BHADRAVATI,AGARADAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 400.000, Nitrate : 65.000, Hardness : 300.000, Residual Chlorine : 0.300",11-29-568-05521-608555,658.0972954389182,642.0,613.0,627.0,601.0,838.0,8726,44.79877641826281
617509,29,568,5521,608566,Arebilachi,Karnataka,Bhadravati,Shimoga,6,KARNATAKA,SHIMOGA,BHADRAVATI,ARABILACHI,"Fluoride : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 400.000",11-29-568-05521-608566,610.8213372305444,610.0,595.0,603.0,583.0,663.0,8211,10.75998318125068
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,9,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 65.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,10,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 400.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,11,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,12,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.400",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,13,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Iron : 0.300, Chloride : 500.000, Nitrate : 70.000, Hardness : 350.000, Residual Chlorine : 0.300",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617510,29,568,5521,608567,Arakere,Karnataka,Bhadravati,Shimoga,14,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608567,619.1832876712328,616.0,603.0,609.0,597.0,683.0,3650,15.429986643589643
617511,29,568,5521,608568,Danavadi,Karnataka,Bhadravati,Shimoga,15,KARNATAKA,SHIMOGA,BHADRAVATI,DANAVADI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608568,671.4811990533789,669.0,637.0,656.0,619.0,854.0,11409,26.19756484859952
617511,29,568,5521,608568,Danavadi,Karnataka,Bhadravati,Shimoga,16,KARNATAKA,SHIMOGA,BHADRAVATI,DANAVADI,"Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608568,671.4811990533789,669.0,637.0,656.0,619.0,854.0,11409,26.19756484859952
617517,29,568,5521,608574,Kallapura,Karnataka,Bhadravati,Shimoga,17,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608574,725.0476011994003,722.0,678.0,699.0,664.0,852.0,8004,33.50877406028706
617517,29,568,5521,608574,Kallapura,Karnataka,Bhadravati,Shimoga,18,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.100, Iron : 0.400, Chloride : 450.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608574,725.0476011994003,722.0,678.0,699.0,664.0,852.0,8004,33.50877406028706
617517,29,568,5521,608574,Kallapura,Karnataka,Bhadravati,Shimoga,19,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608574,725.0476011994003,722.0,678.0,699.0,664.0,852.0,8004,33.50877406028706
617519,29,568,5521,608576,Nagathibelagalu,Karnataka,Bhadravati,Shimoga,65,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608576,581.8553946914857,581.0,572.0,577.0,565.0,604.0,5802,7.021040866400488
617519,29,568,5521,608576,Nagathibelagalu,Karnataka,Bhadravati,Shimoga,66,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608576,581.8553946914857,581.0,572.0,577.0,565.0,604.0,5802,7.021040866400488
617519,29,568,5521,608576,Nagathibelagalu,Karnataka,Bhadravati,Shimoga,67,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608576,581.8553946914857,581.0,572.0,577.0,565.0,604.0,5802,7.021040866400488
617526,29,568,5521,608583,Majjigenahalli,Karnataka,Bhadravati,Shimoga,28,KARNATAKA,SHIMOGA,BHADRAVATI,MAJJIGENALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 500.000, Residual Chlorine : 0.200",11-29-568-05521-608583,596.4714475431607,596.0,586.0,591.0,583.0,610.0,753,6.586802786313513
617566,29,568,5521,608623,Majjigenahalli,Karnataka,Bhadravati,Shimoga,28,KARNATAKA,SHIMOGA,BHADRAVATI,MAJJIGENALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 500.000, Residual Chlorine : 0.200",11-29-568-05521-608623,627.8310325786858,627.0,610.0,617.0,603.0,659.0,1811,12.403449226574915
617531,29,568,5521,608588,Devarahalli,Karnataka,Bhadravati,Shimoga,55,KARNATAKA,SHIMOGA,BHADRAVATI,DEVARAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608588,652.6689361702128,639.0,606.0,619.0,597.0,866.0,5875,53.308682907537225
617537,29,568,5521,608594,Antaragange,Karnataka,Bhadravati,Shimoga,5,KARNATAKA,SHIMOGA,BHADRAVATI,ANTHARAGANGE,"Fluoride : 0.090, Iron : 0.500, Chloride : 400.000, Nitrate : 55.000, Hardness : 400.000",11-29-568-05521-608594,626.7850736707239,627.0,608.0,621.0,601.0,652.0,6244,10.416960380053052
617541,29,568,5521,608598,Athigunda,Karnataka,Bhadravati,Shimoga,20,KARNATAKA,SHIMOGA,BHADRAVATI,ATTIGUNDA,"Fluoride : 1.100, Iron : 0.400, Chloride : 250.000, Nitrate : 50.000, Hardness : 350.000",11-29-568-05521-608598,647.4596306779889,637.0,609.0,620.0,602.0,769.0,7419,34.686127840037
617549,29,568,5521,608606,Dodderi,Karnataka,Bhadravati,Shimoga,32,KARNATAKA,SHIMOGA,BHADRAVATI,DODDERI,"Iron : 0.600, Chloride : 250.000, Nitrate : 75.000, Hardness : 300.000",11-29-568-05521-608606,681.8489989820156,676.0,654.0,664.0,645.0,784.0,8841,23.822913516611983
617549,29,568,5521,608606,Dodderi,Karnataka,Bhadravati,Shimoga,33,KARNATAKA,SHIMOGA,BHADRAVATI,DODDERI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608606,681.8489989820156,676.0,654.0,664.0,645.0,784.0,8841,23.822913516611983
617551,29,568,5521,608608,Balekatte,Karnataka,Bhadravati,Shimoga,31,KARNATAKA,SHIMOGA,BHADRAVATI,BALEKATTE,"Fluoride : 1.100, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.300",11-29-568-05521-608608,709.9661654135339,705.0,684.0,696.75,662.0,832.0,3192,21.83247008374455
617562,29,568,5521,608619,Tadasa,Karnataka,Bhadravati,Shimoga,69,KARNATAKA,SHIMOGA,BHADRAVATI,TADASA,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 75.000, Hardness : 350.000, Residual Chlorine : 0.400",11-29-568-05521-608619,595.3153757225433,595.0,581.0,589.0,572.0,620.0,4325,8.800549477254652
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,34,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.100, Iron : 0.400, Chloride : 350.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.300",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,35,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 70.000, Hardness : 400.000, Residual Chlorine : 0.400",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,36,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 55.000, Residual Chlorine : 0.200",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,37,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.200, Iron : 0.400, Chloride : 250.000, Nitrate : 65.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,38,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 500.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,39,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000, Residual Chlorine : 0.300",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,40,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617563,29,568,5521,608620,Donabaghatta,Karnataka,Bhadravati,Shimoga,41,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.500, Chloride : 300.000, Nitrate : 60.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608620,591.3757467144563,592.0,580.0,585.0,570.0,609.0,3348,7.532036528270827
617564,29,568,5521,608621,Bilaki,Karnataka,Bhadravati,Shimoga,24,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608621,609.5149892933619,609.0,596.0,603.0,589.0,632.0,3736,8.980784277659463
617564,29,568,5521,608621,Bilaki,Karnataka,Bhadravati,Shimoga,25,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608621,609.5149892933619,609.0,596.0,603.0,589.0,632.0,3736,8.980784277659463
617564,29,568,5521,608621,Bilaki,Karnataka,Bhadravati,Shimoga,26,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Iron : 0.300, Chloride : 500.000, Nitrate : 60.000, Hardness : 450.000, Residual Chlorine : 0.200",11-29-568-05521-608621,609.5149892933619,609.0,596.0,603.0,589.0,632.0,3736,8.980784277659463
617564,29,568,5521,608621,Bilaki,Karnataka,Bhadravati,Shimoga,27,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608621,609.5149892933619,609.0,596.0,603.0,589.0,632.0,3736,8.980784277659463
617568,29,568,5521,608625,Masarahalli,Karnataka,Bhadravati,Shimoga,58,KARNATAKA,SHIMOGA,BHADRAVATI,MASARAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608625,611.3577057793345,611.0,602.0,606.0,596.0,629.0,2284,6.272516511579715
617568,29,568,5521,608625,Masarahalli,Karnataka,Bhadravati,Shimoga,59,KARNATAKA,SHIMOGA,BHADRAVATI,MASARAHALLI,"Iron : 0.400, Chloride : 250.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608625,611.3577057793345,611.0,602.0,606.0,596.0,629.0,2284,6.272516511579715
617569,29,568,5521,608626,Mavinakere,Karnataka,Bhadravati,Shimoga,60,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 65.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608626,639.1706436420723,637.0,619.0,628.0,607.0,709.0,6370,15.492792218697112
617569,29,568,5521,608626,Mavinakere,Karnataka,Bhadravati,Shimoga,61,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Iron : 0.400, Chloride : 250.000, Nitrate : 66.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608626,639.1706436420723,637.0,619.0,628.0,607.0,709.0,6370,15.492792218697112
617569,29,568,5521,608626,Mavinakere,Karnataka,Bhadravati,Shimoga,62,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.100, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300",11-29-568-05521-608626,639.1706436420723,637.0,619.0,628.0,607.0,709.0,6370,15.492792218697112
617569,29,568,5521,608626,Mavinakere,Karnataka,Bhadravati,Shimoga,63,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Iron : 0.600, Chloride : 250.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.300",11-29-568-05521-608626,639.1706436420723,637.0,619.0,628.0,607.0,709.0,6370,15.492792218697112
617569,29,568,5521,608626,Mavinakere,Karnataka,Bhadravati,Shimoga,64,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300",11-29-568-05521-608626,639.1706436420723,637.0,619.0,628.0,607.0,709.0,6370,15.492792218697112
617572,29,568,5521,608629,Barandooru,Karnataka,Bhadravati,Shimoga,21,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Iron : 0.300, Chloride : 250.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608629,600.0989898989899,600.0,591.0,596.0,581.0,618.0,4455,5.575305207824213
617572,29,568,5521,608629,Barandooru,Karnataka,Bhadravati,Shimoga,22,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300",11-29-568-05521-608629,600.0989898989899,600.0,591.0,596.0,581.0,618.0,4455,5.575305207824213
617572,29,568,5521,608629,Barandooru,Karnataka,Bhadravati,Shimoga,23,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.400",11-29-568-05521-608629,600.0989898989899,600.0,591.0,596.0,581.0,618.0,4455,5.575305207824213
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,48,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,49,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 80.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,50,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 300.000, Residual Chlorine : 0.200",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,51,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Iron : 0.300, Chloride : 350.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,52,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 60.000, Hardness : 400.000, Residual Chlorine : 0.300",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617579,29,568,5521,608636,Kallahalli,Karnataka,Bhadravati,Shimoga,53,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.400",11-29-568-05521-608636,635.2605275335493,635.0,620.0,628.0,612.0,672.0,4322,10.143836515328148
617587,29,568,5521,608644,Hiriyur,Karnataka,Bhadravati,Shimoga,43,KARNATAKA,SHIMOGA,BHADRAVATI,HIRIYURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200",11-29-568-05521-608644,635.4090822724681,633.0,617.0,627.0,609.0,681.0,5263,12.50855869539015
